an't,0.285714285714286,0,0.714285714285714,0.285714285714286
anchor,2,1.1,1.9,1
ancient,1.2,0.7,2,1.1
ancle,0.888888888888889,0.666666666666667,1,1
and,0.7,0.8,0.4,0.3
angel,0,0.5,4.5,0.6
angels,1.1,0.9,4.4,1.4
anger,4,2.7,0.8,2.1
angle,0.8,0.6,1,0.2
angry,4.4,2.4,0.6,2.8
animals,1.7,2.5,3.3,1.5
annexment,0.9,0.8,1.5,1
annual,0.6,0.9,1.8,0.6
anoint,0.3,0.9,2.6,0.5
anon,0.75,1.125,1.5,0.625
another,1,1.1,1.4,1.7
another's,0.666666666666667,0.666666666666667,1.1,0.888888888888889
answer,1.8,2,2.5,1.3
answer'd,0.6,0.6,1.9,1.2
answerest,0.444444444444444,0.444444444444444,1,0.555555555555556
antic,1.3,1.1,2.3,1
anticipation,0.7,2.1,2.5,1.7
antique,0.7,0.7,2.4,1
antiquity,1,1.3,1.1,1.2
any,0.3,0.3,0.7,0.3
apart,1.5,1.8,1.4,2.1
ape,1.1,1.3,0.5,0.1
apiece,0.8,0.6,2.4,1
apoplex'd,1,1.22222222222222,0.666666666666667,0.777777777777778
appal,2,1.9,0.5,1.3
apparel,0,0.5,2.6,0.1
apparition,0.888888888888889,3.22222222222222,0.333333333333333,1.33333333333333
appear,1.1,1.4,2.3,1.3
appear'd,0.6,1.1,2.8,0.8
appears,1.4,2.1,1.9,2
appetite,1,1.6,1.9,2
applaud,0.5,0.3,4.7,0.1
appliance,0.6,0.6,1.9,0.4
appointment,0.9,1.2,1.5,0.7
apprehension,1.2,2.3,0.8,1.5
approve,0.7,1,3.9,0.8
appurtenance,1,0.444444444444444,1.22222222222222,0.333333333333333
apt,0.4,0.6,2.8,0.5
aptly,1.2,0.5,2.4,0.6
ardour,0.8,0.7,1.3,0.6
are,0.6,0.6,1.4,0.6
argal,1.11111111111111,1.44444444444444,1.11111111111111,0.888888888888889
argues,3.8,1.7,1.3,2.4
argument,3.9,2.5,1,2.7
aright,0.888888888888889,1.11111111111111,1.44444444444444,0.444444444444444
arithmetic,1,0.9,1,0.6
arm,0.4,0.9,2,1.3
arm'd,1.8,2.4,0.6,1
armed,3.4,3.9,0.3,1.7
armour,1.11111111111111,1.4,1.77777777777778,0.333333333333333
arms,1.8,1.6,1.5,2
army,1.6,2,1.3,1.7
aroused,1.2,1.3,3.6,1.2
arraign,1.55555555555556,1.55555555555556,1.33333333333333,1.7
arrant,2.1,1.7,0.9,1.2
arras,1,0.555555555555556,1,1
array,1.2,0.6,1.4,0.6
arrest,3.4,3.4,0.5,2.9
arrests,2.3,2.1,0.6,2.6
arrived,0.4,0.7,3.2,0.8
arrow,2.1,2.6,1.9,1.8
arrows,1.2,1.5,1.2,0.9
art,0.4,0.6,4.3,0.7
artery,0.8,1.4,0.9,0.8
article,0.7,0.4,1,0.5
articles,1,1.1,1.7,0.7
artless,1.4,1.3,1,2.7
as,0,0,0,0
as'es,1.2,0.7,0.3,0.4
ashamed,1.6,2.1,0.7,3.4
aside,1.6,1.8,0.5,1.5
ask,0.6,0.6,0.6,0.9
asked,1,1.6,1.6,1.1
asking,0.444444444444444,0.444444444444444,0.444444444444444,0
aslant,1.66666666666667,1.66666666666667,0.888888888888889,1.77777777777778
asleep,1,0.7,2.9,1.2
aspect,0.3,0.4,1.4,0.8
ass,2.55555555555556,0.333333333333333,0.333333333333333,0.555555555555556
assail,2.3,2,0.5,0.7
assault,2.7,3,0.8,2.7
assay,1.4,1.3,1.4,1.6
assays,0.777777777777778,2,0.333333333333333,1.11111111111111
assigns,0.7,1.1,1.2,0.4
assistant,0.5,0.6,2.9,0.2
associates,0.8,1.2,2,0.4
assume,0.4,0.4,1,0.3
assurance,0.777777777777778,1,3.66666666666667,1
assure,0.7,1.1,2.1,1
assured,0.3,0.4,2.9,0.6
astonish,1.9,1.7,2.7,2
asunder,0.4,0.7,0.4,0.4
at,0.5,0.4,0.5,0.5
attend,1.2,1.6,1.4,1.6
attendants,0.8,0.1,1.6,0.7
attended,0.7,1.2,2.1,0.5
attends,0.666666666666667,0.333333333333333,2,0.444444444444444
attent,0.666666666666667,1,1.55555555555556,0.888888888888889
attractive,0.7,0.8,4.2,0.8
attribute,0.8,0.8,2.3,0.6
audience,1.7,1.6,2.5,1.6
audit,1.8,2.5,1.1,1.3
aught,1.3,1.5,1,1.5
augury,0.555555555555556,1.3,0.8,0.9
aunt-mother,1.1,0.6,2.9,1.2
auspicious,0.9,1.4,2,0.9
author,0.7,0.9,1.5,0.9
authorities,1.8,2.33333333333333,1,1
avoid,2.3,3.2,0.4,2.2
avouch,1.33333333333333,0.888888888888889,1.77777777777778,0.888888888888889
awake,1.2,1,3.1,1.1
away,0.6,1.6,0.8,1.6
awe,1.6,2.1,3.9,1.1
awhile,0.444444444444444,0.111111111111111,0.555555555555556,0.111111111111111
awry,1.5,1.7,0.2,1.1
axe,2.5,2.5,0.7,1.3
ay,1.25,0.75,1.375,0.625
aye,0.5,0.8,1.2,0.4
babe,0.4,0.9,3.4,1.2
baby,0.9,1,4.7,1.2
back,1.1,1.1,1.5,0.9
backed,1,1.8,2.6,0.5
backward,1,1.2,0.7,1.1
bad,3.2,3.2,0.8,2.8
bade,1.11111111111111,1.33333333333333,1.33333333333333,1.11111111111111
bait,1.2,2,0.9,1.3
baked,0.5,0.1,2.5,0
baker,0.2,0.1,3.7,0.4
ban,2.9,3.1,1.1,3
bands,0.2,0.7,2.7,0.5
bank,0.6,1.1,2,0.9
baptista,0.375,0.25,1.375,0.25
bar,1,0.6,1.6,1.7
barbary,0.8,1.6,0.7,1.2
barber's,0.444444444444444,1.44444444444444,1.22222222222222,1
bare,0.7,1.4,0.9,0.7
barefaced,2.5,2.5,0.5,2.9
barefoot,1.1,1,2.2,1.8
bark,1.8,1.2,1.5,1
bark'd,2.9,2.3,0.4,0.9
barr,1.3,1.1,0.8,0.7
barren,1.2,2.1,0.2,3.2
base,1.3,1.3,1.7,1.3
baseness,1.66666666666667,1.33333333333333,0.444444444444444,1.55555555555556
baser,2,1.5,0.375,1.75
basket,0.1,0.3,2.8,0.5
bastard,3.6,2.55555555555556,1.2,3.1
bat,1.4,2.2,1.6,0.1
bated,1.7,2.5,0.3,1.7
battalions,1.5,2,1,0.9
batten,1.3,1.3,1,1.7
battery,1.6,1.9,1.5,1.3
battlements,2.7,3.5,0.5,2.3
bawd,1.66666666666667,1.22222222222222,0.555555555555556,1.55555555555556
bawdry,2.25,1.875,0.875,1
bawds,1.11111111111111,1.22222222222222,1.66666666666667,1
bawdy,1.6,1.4,0.8,0.3
be,0.6,1.1,0.8,0.8
be-netted,1.375,1.375,1,0.875
beam,0.9,1,1.4,0.8
bear,0.7,2,1.5,1.2
bear't,0.625,0.25,0.5,1.5
beard,1.1,1.4,0.8,1.2
beards,0.7,1.1,1.9,0.8
bearers,0.8,1.2,1.5,0.7
bearing,0.8,0.7,0.5,1
bears,1,2.1,0.5,1.1
beast,3,5,0.1,1.8
beasts,2.9,3.5,1.4,1
beaten,4.4,3.9,0.1,4.6
beating,3.9,2.7,0.1,2.5
beats,2.1,2,1.7,1.9
beauteous,0.7,0.8,3.3,0.3
beautied,1.1,0.9,3.6,0.9
beauties,0.4,0.6,4.7,0.7
beautified,0.2,0.2,4.8,0.3
beauty,0.5,0.3,3.7,0.9
beaver,0.4,0.5,1.1,0.3
became,1.1,1.3,1.7,1.1
because,0.8,0.9,0.6,0.7
beck,1.3,1.6,1.3,0.9
beckons,1.2,1.5,0.9,1.3
becomes,0.3,0.5,1.5,0.9
bed,0.666666666666667,0.333333333333333,2.625,0.555555555555556
bed-rid,0.4,2,0,3
bedded,0.4,0.6,1.4,0.3
beds,0.1,0.3,2.6,0.5
been,0.2,0.7,0.5,0.5
beer-barrel,0.7,0.4,3.3,0.5
beetles,1.1,1.9,1.8,1.6
befall'n,2.5,2.3,0.7,2.5
befitted,0.2,0.5,2.2,0.1
before,0.6,0.8,0.9,1.3
beg,1.9,2,0.6,3.3
beget,1,1.3,2.8,1.2
beggar,2.2,2.8,0.3,3.7
beggar'd,1.3,1.6,0.2,2.3
beggars,2.5,2.4,0.4,3.4
begin,0.8,0.444444444444444,2.66666666666667,0.777777777777778
begins,0.8,1.7,2.2,1.7
beguile,0.666666666666667,0.333333333333333,1,0.888888888888889
begun,0.8,0.7,1.5,0.9
behaved,1.4,1.2,1.4,1
behavior,1.2,1.3,1.3,0.8
behind,1.9,2.3,0.8,1.9
behold,1,1.9,3.4,1.2
behove,1.5,1.3,2,1.4
behoves,0.875,1.125,0.625,0.875
being,0.9,1.1,2,1.2
belief,0.3,1.5,3.8,0.7
believe,1.1,1.1,3.9,0.9
believed,0.4,0.3,2.8,0.7
belike,0.6,0.7,1.2,0.9
bell,0.9,1,2,1.6
bellow,2,1.8,0.9,2
bellowed,2.77777777777778,2.2,1.22222222222222,1.44444444444444
bells,1.3,1.2,3.2,1.7
beloved,0.7,1.1,4,1
below,2,2.6,1.6,2.2
bend,0.5,0.6,1.1,0.9
bended,1.1,1.2,0.6,1.3
beneath,1.1,0.9,0.9,1.1
benefit,0.4,0.1,4.4,0.7
bent,1.55555555555556,1,0.333333333333333,1.33333333333333
berattle,1.9,1.7,0.6,1.2
bernardo,0.571428571428571,0.142857142857143,1,0.571428571428571
beseech,1,1,0.5,1.9
beshrew,2,2,0.8,1.4
besides,1,0.6,0.9,0.9
besmirch,3.4,2.3,1.1,1.9
bespeak,1.4,1.7,1.2,0.7
best,1.2,1.3,3.7,1.1
bestial,3.22222222222222,3.88888888888889,0.666666666666667,1.66666666666667
bestow,2.2,0.9,2.8,1.8
bestow'd,0.2,0.2,3.1,0.5
bestowed,1.3,0.9,3.2,1.4
bet,3,2.9,2.3,2.3
beteem,0.777777777777778,1.66666666666667,1.11111111111111,1.22222222222222
bethought,0.4,0.7,0.2,0.7
betime,1.7,2,1.9,1
betimes,0.375,0.25,2.25,0.25
betoken,0.444444444444444,0.444444444444444,1.11111111111111,0.222222222222222
better,0.3,0.5,4.3,0.1
better'd,0.2,0.2,2.9,0.2
between,1,0.666666666666667,1.33333333333333,0.777777777777778
bevy,0.9,0.7,1.8,0.4
beware,2.4,3.8,0.6,1.6
bewept,0.9,1.5,0,2.9
beyond,1.1,2,1.6,1.4
bias,2.7,1.7,0.6,1.7
bid,0.9,1.3,0.8,0.4
bier,0.666666666666667,1.22222222222222,0.555555555555556,3.44444444444444
bilboes,1,1.25,0.375,1.125
bird,0.7,0.4,2.7,0.7
birds,0.6,0.6,2.6,0.9
birth,0.8,1.7,4,0.5
bisson,1.8,2.3,0.9,0.9
bites,2.6,3.1,0.3,1.7
bitter,3.7,2.9,1.5,2.5
black,1.6,2.2,0.9,3.3
blackest,2,2.7,0.8,2.6
blame,3.6,2.2,0,2.8
blank,1.1,1,1.3,2.3
blanket,0.1,0.4,2.5,0.2
blanks,0.2,0.6,0.2,0.7
blast,2,2.2,2.5,1.3
blasted,2.2,2.1,0.8,1.7
blasting,1.8,2.2,0.9,2.1
blastments,2.7,2.4,0.7,2.1
blasts,1.8,2.5,1.2,0.8
blaze,3.4,2.4,1.1,1.88888888888889
blazes,1.9,3,1.4,1.1
blazon,1.1,1,1.9,0.8
bleed,2.7,3.3,1.3,3.3
bleeding,3.4,3.5,0.4,3.2
blench,1.6,2.3,0.8,1.5
bless,0.6,1.5,4.3,1.4
bless'd,1.11111111111111,0.777777777777778,3.88888888888889,1.44444444444444
blessing,0.1,0.3,4,0.1
blest,1.33333333333333,1,3.77777777777778,0.777777777777778
blister,1.6,1.8,0.3,1.9
bloat,1.3,2.6,0,2.3
blood,2.1,3.1,0.3,1.7
bloodily,3.2,2.9,0.9,2.8
bloody,2.1,3.3,0.1,2
blossoms,0.5,0.5,3.3,0.4
blow,1.9,2.5,0.9,0.9
blown,1.7,1.7,1.6,1.2
blows,2.6,2.4,0.9,1.5
blue,1.4,1.2,0.6,2.8
blunted,1.1,0.7,1.2,1
blurs,2,2.1,1.6,2.3
blush,1.2,1.1,2.7,0.8
board,1,1.11111111111111,2.22222222222222,0.888888888888889
boarded,1.2,1.6,1.2,1.5
bodes,1.3,2.1,1,1.7
bodies,0.8,1,0.7,1.1
bodiless,1.9,1.7,1.3,1.7
bodkin,1,1,1,0.6
body,0.8,1.3,1.8,1.3
bodykins,0.6,1.9,0.8,0.6
boisterous,1.7,1.2,2.6,0.2
bold,1.2,1.9,2.1,0.7
bonds,1.1,1.6,2.7,1.4
bones,0.7,2.1,0.5,1
bonnet,1.55555555555556,1.55555555555556,3.22222222222222,1.88888888888889
bonny,0.2,0.2,3.3,0.4
book,1.8,1,4.2,1.5
books,0.9,1,2.6,1.3
bore,1.3,0.4,0.2,0.6
born,0.2,0.7,4.4,0.7
borne,0.444444444444444,1.9,1.1,0.9
borrow'd,0.8,1.4,0.6,0.6
borrower,1.6,2.1,1.5,1.9
borrowing,2.4,2.9,1,3
bosom,0.3,0.6,3.1,1.5
botch,2.5,2.2,0.222222222222222,2.8
both,1,1.3,1.7,0.8
boughs,0.6,0.7,0.6,0.8
bought,0.7,0.7,2.2,0.5
bound,2.1,3.5,1.5,3.1
bounded,1.1,1.5,1.8,1.9
bounds,0.9,0.7,0.1,0.8
bounteous,0.9,0.7,3.2,0.8
bounty,0.1,0.6,3,0.6
bourn,0.6,0.9,1.9,1.1
bout,2,1.55555555555556,0.555555555555556,1.22222222222222
bouts,1.5,0.8,0.7,0.9
bow,0.5,1,1.9,1.3
bowl,1,0.6,1.4,1.1
box,0.6,0.6,1.1,0.5
boy,1.9,1.9,2.6,1.6
boys,0.8,0.9,2.3,0.6
brain,1.1,0.8,3.4,1.3
brainish,0.3,0.2,1.2,0.1
brains,0.6,0.5,2.9,0.3
branches,1.2,0.6,3,0.9
brands,1.3,0.6,2,0.3
brass'd,0.777777777777778,0.666666666666667,0.888888888888889,0.222222222222222
brave,1.9,3,2.2,0.8
bravery,0.5,0.9,3.4,0.2
bray,2.1,1.7,1.2,0.7
brazen,2.4,1.4,1.5,0.8
breach,2.8,2.4,0.6,2.5
bread,0.5,0.5,2.1,0.8
breadth,0.7,0.5,1.5,0.8
break,2.5,1.6,0.8,1.7
breaking,3.1,2,1.6,1.8
breaks,2.3,1.8,0.5,2.2
breast,0.666666666666667,1.22222222222222,2.33333333333333,1.11111111111111
breath,0.5,1.5,3.8,0.5
breathe,0.4,0.5,2.9,0.3
breathes,0.3,0.6,3.3,0.4
breathing,1,1.4,3,1
breed,0.5,1,2.6,0.4
breeder,1.5,1,0.9,1
breeding,0.444444444444444,0.888888888888889,2.7,1
brevity,0.9,0.9,1.5,1.5
bride-bed,0.111111111111111,1,2.88888888888889,0.333333333333333
brief,0.6,1.2,1,0.8
bring,0.9,0.8,2.4,1.3
bringing,0.4,0.2,3.7,0.4
brings,0.8,0.7,2.9,0.7
broad,0.7,1,0.9,0.6
broke,2.9,2.7,0,3
broken,3.9,2.7,0.2,3.4
brokers,1.11111111111111,1.44444444444444,1.22222222222222,1.33333333333333
brooch,0.2,0.333333333333333,1.5,1.1
brood,1.2,1.2,1.3,1.4
brook,0.3,0.3,1.3,0.5
brothel,1.11111111111111,1.11111111111111,1,1.33333333333333
brother,1.9,0.3,3,1.1
brother's,0.7,0.4,2.5,0
brothers,0.2,0.1,2.8,0.2
brought,0.5,0.6,1.1,0.5
brow,1.22222222222222,0.777777777777778,0.444444444444444,0.666666666666667
brows,1.8,1.4,1.6,1.1
bruit,1.3,1.3,1.2,0.7
brute,3.3,3.9,0.6,1.8
brutus,2.3,2,0.5,2.1
bubbles,1.1,1.2,2.9,1.4
budge,1,0.5,0.5,0.7
buffets,1.4,1.7,2.3,0.8
bugs,2,3.1,0.7,1.1
build,1.4,1.5,2.9,1.3
builds,0.4,0.111111111111111,1.7,0.3
built,0.3,0.1,1.6,0.2
bulk,0.9,1.2,0.8,0.7
bulwark,1.11111111111111,2.11111111111111,1.22222222222222,0.666666666666667
bung-hole,1.8,1.1,1.7,2
burial,1.7,2.3,0.1,3.7
buried,2.3,2.7,0.8,3
burn,3.2,3.2,0.7,2.3
burning,4.2,3.44444444444444,1.22222222222222,2.77777777777778
burns,3.5,3,0.2,2.8
burnt,3,3.4,0.5,3.4
burst,2.1,2.5,0.7,1.8
burthen,1.75,0.75,1.125,1.875
business,1,0.8,1.9,0.5
busy,1,0.9,1.4,1.1
but,1.1,1.22222222222222,0.555555555555556,1
button,0.3,0.5,1.2,0.3
buttons,0.3,0.2,1.2,0.4
buy,0.9,0.8,3.2,1
buyer,0.2,1.1,1.3,0.4
buys,0.9,0.7,2.5,0.6
buz,1.3,1.5,1.8,0.7
buzzers,1.2,1.1,1.7,0.7
by,0.2,0.2,0.5,0.4
by'r,0.777777777777778,0.666666666666667,0.777777777777778,0.555555555555556
cabin,0.2,0.4,2.3,0.1
caesar,0.7,1.1,1.4,0.5
cain's,2.375,1.375,0.625,1.5
calamity,1.7,3.4,1,3
calendar,1.3,0.9,1.9,0.4
calf,0.9,1,2.6,1
calf-skins,1.3,1.1,0.8,0.8
call,0.8,0.7,1.2,0.7
call'd,0.9,0.9,2,0.9
called,2,1.5,2,1.33333333333333
calls,0.1,0.6,1.1,0.4
calm,0.2,0.4,2.7,0.2
calmly,0.9,1.1,3.2,1.2
calumnious,2.5,2.4,0.7,2.4
calumny,1.8,1.2,0.2,1.3
calves,0.4,0.2,1.2,0.3
came,0.1,0.5,1,0.2
camel,0.111111111111111,0.666666666666667,1.44444444444444,0.111111111111111
can,0.4,0.4,0.4,0.5
candied,0.1,0.1,2.9,0.1
canker,1,1.1,0.3,1.7
cannon,2.7,2.1,2,1.3
cannoneer,0.8,2.1,1,1.1
cannons,2.4,3,1.6,2.7
cannot,1.6,1.5,0.1,1.3
canon,1.1,1.2,1.7,1.2
canonized,1.33333333333333,0.9,2.11111111111111,0.555555555555556
canopy,0.4,0.9,1.5,0.4
canst,0.285714285714286,0.142857142857143,0.857142857142857,0.285714285714286
cap,0.6,0.333333333333333,0.666666666666667,0.222222222222222
cap-a-pe,0.875,0.375,0.75,0.625
capability,0.5,1.4,3.1,1
capable,0.6,0.8,3.2,0.6
capital,1,1,1.8,0.2
capitol,1.8,1,1.8,0.6
capons,1.3,1,0.6,1.1
caps,1.1,1.4,1.7,0.7
captain,1.5,1.1,1.8,1
captains,0.666666666666667,0.666666666666667,0.777777777777778,0
carbuncles,0.666666666666667,0.444444444444444,0.222222222222222,0.666666666666667
card,0.5,0.5,2,0.8
carefully,0.7,1.6,1.5,1.1
careless,3.11111111111111,2.44444444444444,0.333333333333333,1.77777777777778
carnal,1.6,1.6,1.9,1
carouses,2,1.7,1.8,1.7
carp,0.7,1.1,0.3,0.9
carpenter,0.5,0.6,2.8,0.6
carriage,0.2,0.9,0.7,0.9
carriages,0,0.7,1.88888888888889,0.111111111111111
carried,0.5,1,1.8,1.4
carries,0.666666666666667,0.666666666666667,1.11111111111111,0.7
carrion,1,1.6,0.7,1.8
carry,1,0.9,2.4,0.9
carrying,0.7,1,2.4,0.9
cart,0,0.1,0.5,0.2
carters,0.3,0.2,0.7,0.2
carve,0.7,1.5,1.3,1
case,1.8,0.9,0.8,1
cases,1.7,1.6,1.2,1.4
cast,1.2,1,1,0.9
castle,0.9,2,1.9,1.5
casual,0.2,0.1,2.5,0.6
cat,0.222222222222222,1.66666666666667,2.22222222222222,0.555555555555556
cataplasm,1.11111111111111,0.888888888888889,1.11111111111111,0.888888888888889
catch,0,0.5,1.8,0.3
caught,2.7,3,1.9,3.3
cause,1.7,1.4,1.4,1.1
cautel,0.571428571428571,0.142857142857143,0,0.428571428571429
caution,1.4,3.6,0.3,1.4
caviare,0.1,0.6,1.5,0.2
cease,1.8,2.2,0.9,2.2
celebrated,0.8,0.8,3.6,0.7
celestial,0.5,0.9,3.7,0.6
cell,1.4,1.4,0.7,1.3
cellarage,0.8,1.1,1.3,1.1
censure,1.9,2,0.4,1
centre,0.6,1.1,1.4,0.3
cerements,1.1,1.5,0.5,1.5
ceremony,0.8,1,3.1,0.7
certain,0.777777777777778,0.888888888888889,0.555555555555556,1
certainty,0.8,0.9,1.7,0.8
chalice,0.555555555555556,1.2,2.11111111111111,1.44444444444444
challenger,1.5,2,1.2,0.2
chamber,0.7,0.8,0.7,0.9
chamber-door,0.7,1.2,0.2,0.7
chameleon's,1,1.88888888888889,0.888888888888889,1
chance,0.9,1.6,2.8,1.1
chances,1.1,2.4,2.6,1.5
change,2.8,3,3.4,2.5
changed,1.6,1.5,1.4,1.7
changeling,2.1,2.1,1.9,2
changes,1.2,1.8,1.7,1.8
chanson,0.888888888888889,0.777777777777778,1.33333333333333,1.11111111111111
chanted,1.4,1.4,1.9,0.6
chap-fallen,0.7,1.1,0.8,1
chapel,0.1,0.4,2.7,0.8
chapless,1.6,1.8,1.1,0.9
character,2.1,1.9,2.5,2.3
charge,1.9,1.8,0.9,0.4
chariest,1.1,1.2,1.7,1.5
charitable,0.2,0.5,4.1,1
charity,1,1.5,2.8,1.5
charm,0.7,0.2,3.9,0.3
chase,1.6,2.5,1.8,1.2
chaste,0.9,1.2,1.3,1.1
checking,1.3,1.9,0.8,0.9
cheek,1,0.6,1.6,1.4
cheer,0.6,1.1,4.5,0.6
cheerfully,0.1,0.4,4.3,0.6
cherub,0.4,0.8,2.8,0.4
chide,2.1,1.7,0.3,1.8
chief,0.7,1.4,1.9,0.4
chiefest,0.9,1.1,1.9,1
chiefly,0.2,0.5,2,0.8
child,0.5,1.3,3.9,0.6
children,0.9,1.6,4.3,0.8
choice,1,1.2,2.8,1
choler,1.9,1,0.8,1.2
choose,0.9,1.1,1.8,0.7
chopine,0.375,0.75,0.125,0.75
chorus,0.444444444444444,0.222222222222222,3.55555555555556,0.666666666666667
chough,0.5,1.1,0.7,0.9
christian,0.9,0.7,2.7,1.2
christians,0.4,0.6,3,0.5
chronicles,1.1,1.4,1.5,1.6
church,0.8,1.5,3.4,1.7
churches,0.2,0.6,3.9,0.8
